instance_id,model_name,architecture,input_type,perturbation_type,input_text,gold_mention,gold_cui,generated_answer,mapping_mode
mm_0036097,BioMistral-7B,generative,perturbation,back_translation,TSLP is highly regulated in the CHE and appears to counteract filaggrin expression in the skin.,expression,UMLS:C1171362,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: TSLP is highly regulated in the CHE and appears to counteract filaggrin expression ",text-generation
mm_0036097,BioMistral-7B,generative,perturbation,back_translation,TSLP is highly regulated in the CHE and appears to counteract filaggrin expression in the skin.,expression,UMLS:C1171362,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: TSLP is highly regulated in the CHE and appears to counteract filaggrin expression ",text-generation
mm_0080962,BioMistral-7B,generative,perturbation,synonym_substitution,This bacterium also face strong antagonistic activities against fungi and bacteria isolated from Pinus pinaster .,bacterium,UMLS:C0004611,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: This bacterium also face strong antagonistic activities against fungi and bacteria ",text-generation
mm_0080962,BioMistral-7B,generative,perturbation,synonym_substitution,This bacterium also face strong antagonistic activities against fungi and bacteria isolated from Pinus pinaster .,bacterium,UMLS:C0004611,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: This bacterium also face strong antagonistic activities against fungi and bacteria ",text-generation
mm_0080962,BioMistral-7B,generative,perturbation,back_translation,This bacterium also showed strong antagonistic activities against fungi and bacteria isolated from pinus pinaster.,bacterium,UMLS:C0004611,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: This bacterium also showed strong antagonistic activities against fungi and bacteri",text-generation
mm_0080962,BioMistral-7B,generative,perturbation,back_translation,This bacterium also showed strong antagonistic activities against fungi and bacteria isolated from pinus pinaster.,bacterium,UMLS:C0004611,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: This bacterium also showed strong antagonistic activities against fungi and bacteri",text-generation
mm_0104646,BioMistral-7B,generative,perturbation,controlled_paraphrase,"The molar loss and powder diet cause a memory deficit and alter the mRNA expression of brain-derived neurotrophic factor in the hippocampus of adult mice. It is also known that tooth loss is a risk factor for Alzheimer's disease, and soft diet feeding leads to memory impairment.",memory deficit,UMLS:C0233794,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The molar loss and powder diet cause a memory deficit and alter the mRNA expression",text-generation
mm_0104646,BioMistral-7B,generative,perturbation,controlled_paraphrase,"The molar loss and powder diet in adult mice cause a memory deficit and alter the mRNA expression of brain-derived neurotrophic factor in the hippocampus, while soft diet feeding also affects memory impairment.",memory deficit,UMLS:C0233794,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The molar loss and powder diet in adult mice cause a memory deficit and alter the m",text-generation
mm_0104646,BioMistral-7B,generative,perturbation,back_translation,Molarine loss and powder diet leads to memory deficiency and changes the mRNA expression of the neurotrophic brain factor in the hippocampus of adult mice It is known that tooth loss is a risk factor for Alzheimer's disease and soft diet feeding affects memory.,memory deficit,UMLS:C0233794,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Molarine loss and powder diet leads to memory deficiency and changes the mRNA expre",text-generation
mm_0104646,BioMistral-7B,generative,perturbation,back_translation,Molarine loss and powder diet leads to memory deficiency and changes the mRNA expression of the neurotrophic brain factor in the hippocampus of adult mice It is known that tooth loss is a risk factor for Alzheimer's disease and soft diet feeding affects memory.,memory deficit,UMLS:C0233794,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Molarine loss and powder diet leads to memory deficiency and changes the mRNA expre",text-generation
mm_0190644,BioMistral-7B,generative,perturbation,synonym_substitution,The contribution of cortical atrophy to vascular cognitive deadening in severe CSVD and whether WML affects cortical atrophy remain unknown .,cortical atrophy,UMLS:C0235946,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The contribution of cortical atrophy to vascular cognitive deadening in severe CSVD",text-generation
mm_0190644,BioMistral-7B,generative,perturbation,controlled_paraphrase,"The relationship between cortical atrophy and vascular cognitive impairment in severe CSVD is unclear, as is the impact of WML on cortical atrophy.",cortical atrophy,UMLS:C0235946,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The relationship between cortical atrophy and vascular cognitive impairment in seve",text-generation
mm_0190644,BioMistral-7B,generative,perturbation,controlled_paraphrase,"The relationship between cortical atrophy and vascular cognitive impairment in severe CSVD is unclear, as is the impact of WML on cortical atrophy.",cortical atrophy,UMLS:C0235946,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The relationship between cortical atrophy and vascular cognitive impairment in seve",text-generation
mm_0082839,BioMistral-7B,generative,perturbation,synonym_substitution,Mitochondria were isolated from B - lymphocytes of both radical .,B-lymphocytes,UMLS:C0004561,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Mitochondria were isolated from B - lymphocytes of both radical . [/INST] Mitochond",text-generation
mm_0082839,BioMistral-7B,generative,perturbation,synonym_substitution,Mitochondria were apart from B - lymphocytes of both groups .,B-lymphocytes,UMLS:C0004561,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Mitochondria were apart from B - lymphocytes of both groups . [/INST] Mitochondria",text-generation
mm_0082839,BioMistral-7B,generative,perturbation,controlled_paraphrase,The isolation of mitochondria was observed in B-lymphocytes from both groups.,B-lymphocytes,UMLS:C0004561,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The isolation of mitochondria was observed in B-lymphocytes from both groups. [/INS",text-generation
mm_0082839,BioMistral-7B,generative,perturbation,controlled_paraphrase,The isolation of mitochondria was observed in B-lymphocytes from both groups.,B-lymphocytes,UMLS:C0004561,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The isolation of mitochondria was observed in B-lymphocytes from both groups. [/INS",text-generation
mm_0045375,BioMistral-7B,generative,perturbation,synonym_substitution,"CS / PHEMA microgels were prepared by emulsifier - free emulsion polymerisation with N , N ' - methylenebisacrylamide ( MBA ) as angstrom crosslinker .",CS,UMLS:C0162969,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: CS / PHEMA microgels were prepared by emulsifier - free emulsion polymerisation wit",text-generation
mm_0045375,BioMistral-7B,generative,perturbation,synonym_substitution,"CS / PHEMA microgels live prepared by emulsifier - free emulsion polymerisation with N , N ' - methylenebisacrylamide ( MBA ) as a crosslinker .",CS,UMLS:C0162969,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: CS / PHEMA microgels live prepared by emulsifier - free emulsion polymerisation wit",text-generation
mm_0045375,BioMistral-7B,generative,perturbation,back_translation,"CS / PHEMA microgels were produced by emulsifier-free emulsion polymerization with N,N'-methylenbisacrylamide (MBA) as cross-connectors.",CS,UMLS:C0162969,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: CS / PHEMA microgels were produced by emulsifier-free emulsion polymerization with ",text-generation
mm_0045375,BioMistral-7B,generative,perturbation,back_translation,"CS / PHEMA microgels were produced by emulsifier-free emulsion polymerization with N,N'-methylenbisacrylamide (MBA) as cross-connectors.",CS,UMLS:C0162969,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: CS / PHEMA microgels were produced by emulsifier-free emulsion polymerization with ",text-generation
mm_0112233,BioMistral-7B,generative,perturbation,synonym_substitution,"In the present study , an O3 biomonitoring was conducted , with the S156 / R123 tool , along with a monitoring of O3 and other environmental conditions in an urban area in Athens , Greece , during the growing temper of 2012 and 2013 .",study,UMLS:C2603343,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: In the present study , an O3 biomonitoring was conducted , with the S156 / R123 too",text-generation
mm_0112233,BioMistral-7B,generative,perturbation,synonym_substitution,"In the present study , an O3 biomonitoring was conducted , with the S156 / R123 tool , along with a monitoring of O3 and other environmental check in an urban area in Athens , Greece , during the growing seasons of 2012 and 2013 .",study,UMLS:C2603343,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: In the present study , an O3 biomonitoring was conducted , with the S156 / R123 too",text-generation
mm_0112233,BioMistral-7B,generative,perturbation,controlled_paraphrase,"During the growing seasons of 2012 and 2013, an O3 biomonitoring experiment was conducted using the S156 / R123 tool, as well as a monitoring study of O3 and other environmental conditions in an urban area in Athens, Greece.",study,UMLS:C2603343,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: During the growing seasons of 2012 and 2013, an O3 biomonitoring experiment was con",text-generation
mm_0112233,BioMistral-7B,generative,perturbation,controlled_paraphrase,"During the growing seasons of 2012 and 2013, an O3 biomonitoring experiment was conducted using the S156 / R123 tool, in addition to monitoring O3 and other environmental conditions in an urban area in Athens, Greece.",study,UMLS:C2603343,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: During the growing seasons of 2012 and 2013, an O3 biomonitoring experiment was con",text-generation
mm_0112233,BioMistral-7B,generative,perturbation,back_translation,"In this study, an O3 biomonitoring was carried out using the S156/R123 tool, along with monitoring of O3 and other environmental conditions in an urban area in Athens, Greece, during the 2012 and 2013 growth periods.",study,UMLS:C2603343,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: In this study, an O3 biomonitoring was carried out using the S156/R123 tool, along ",text-generation
mm_0112233,BioMistral-7B,generative,perturbation,back_translation,"In this study, an O3 biomonitoring was carried out using the S156/R123 tool, along with monitoring of O3 and other environmental conditions in an urban area in Athens, Greece, during the 2012 and 2013 growth periods.",study,UMLS:C2603343,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: In this study, an O3 biomonitoring was carried out using the S156/R123 tool, along ",text-generation
mm_0197765,BioMistral-7B,generative,perturbation,synonym_substitution,"Compared to FBS , the expression of FABP4 mRNA increased ( P < 0 . 05 ) in FBS + OLA , FBS + LNA , or FBS + PAM , whereas that of C / EBPα , C / EBPβ , and ATGL increased ( P < 0 . 05 ) inward FBS + OLA or FBS + LNA cells .",OLA,UMLS:C0028928,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Compared to FBS , the expression of FABP4 mRNA increased ( P < 0 . 05 ) in FBS + OL",text-generation
mm_0197765,BioMistral-7B,generative,perturbation,synonym_substitution,"Compared to FBS , the expression of FABP4 mRNA increased ( phosphorus < 0 . 05 ) in FBS + OLA , FBS + LNA , or FBS + PAM , whereas that of C / EBPα , C / EBPβ , and ATGL increased ( P < 0 . 05 ) in FBS + OLA or FBS + LNA cells .",OLA,UMLS:C0028928,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Compared to FBS , the expression of FABP4 mRNA increased ( phosphorus < 0 . 05 ) in",text-generation
mm_0197765,BioMistral-7B,generative,perturbation,controlled_paraphrase,"The expression of FABP4 mRNA was higher in FBS + OLA, FBS + LNA, or FBS + PAM, whereas C/EBP, C/EBP, and ATGL were higher in FBS + OLA or FBS + LNA cells (P  0.05).",OLA,UMLS:C0028928,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The expression of FABP4 mRNA was higher in FBS + OLA, FBS + LNA, or FBS + PAM, wher",text-generation
mm_0197765,BioMistral-7B,generative,perturbation,controlled_paraphrase,"FBS + OLA, FBS + LNA, or FBS + PAM cells showed an increase in FABP4 mRNA expression (P  0.05), whereas C/EBP, C/EBP, and ATGL expression was higher in FBS + OLA or FBS + LNA cells (P  0.05).",OLA,UMLS:C0028928,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: FBS + OLA, FBS + LNA, or FBS + PAM cells showed an increase in FABP4 mRNA expressio",text-generation
mm_0197765,BioMistral-7B,generative,perturbation,back_translation,"Compared to FBS, FABP4 mRNA (P < 0.05) was increased in FBS + OLA, FBS + LNA or FBS + PAM, while C/EBPα, C/EBPβ and ATGL (P < 0.05) were increased in FBS + OLA or FBS + LNA cells.",OLA,UMLS:C0028928,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Compared to FBS, FABP4 mRNA (P < 0.05) was increased in FBS + OLA, FBS + LNA or FBS",text-generation
mm_0197765,BioMistral-7B,generative,perturbation,back_translation,"Compared to FBS, FABP4 mRNA (P < 0.05) was increased in FBS + OLA, FBS + LNA or FBS + PAM, while C/EBPα, C/EBPβ and ATGL (P < 0.05) were increased in FBS + OLA or FBS + LNA cells.",OLA,UMLS:C0028928,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Compared to FBS, FABP4 mRNA (P < 0.05) was increased in FBS + OLA, FBS + LNA or FBS",text-generation
mm_0048655,BioMistral-7B,generative,perturbation,synonym_substitution,"In this study , a natural ligand of FGFR , an engineered variant of fibroblast emergence factor 1 ( FGF1V ) , was conjugated to a potent cytotoxic drug , monomethyl auristatin E ( MMAE ) , and used as a targeting agent for cancer cells overexpressing FGFRs , similar to antibodies in antibody - drug conjugates .",MMAE,UMLS:C1565020,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: In this study , a natural ligand of FGFR , an engineered variant of fibroblast emer",text-generation
mm_0048655,BioMistral-7B,generative,perturbation,synonym_substitution,"In this study , a natural ligand of FGFR , an engineered variant of fibroblast growth factor 1 ( FGF1V ) , was conjugated to a potent cytotoxic drug , monomethyl auristatin E ( MMAE ) , and used arsenic a targeting agent for cancer cells overexpressing FGFRs , similar to antibodies in antibody - drug conjugates .",MMAE,UMLS:C1565020,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: In this study , a natural ligand of FGFR , an engineered variant of fibroblast grow",text-generation
mm_0048655,BioMistral-7B,generative,perturbation,controlled_paraphrase,"The investigation involved the conjugation of a natural ligand of FGFR, an engineered variant of fibroblast growth factor 1 (FGF1V), to a potent cytotoxic drug, monomethyl auristatin E (MMAE), which was used as a targeting agent for cancer cells overexpressing FGFRs, similar to antibody-drug conjugates.",MMAE,UMLS:C1565020,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The investigation involved the conjugation of a natural ligand of FGFR, an engineer",text-generation
mm_0048655,BioMistral-7B,generative,perturbation,controlled_paraphrase,"The investigation involved the conjugation of a natural ligand of FGFR, an engineered variant of fibroblast growth factor 1 (FGF1V), to a potent cytotoxic drug, monomethyl auristatin E (MMAE), which was used as a targeting agent for cancer cells overexpressing FGFRs, similar to antibody-drug conjugates.",MMAE,UMLS:C1565020,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The investigation involved the conjugation of a natural ligand of FGFR, an engineer",text-generation
mm_0048655,BioMistral-7B,generative,perturbation,back_translation,"In this study, a natural ligand of FGFR, a developed variant of fibroblast growth factor 1 (FGF1V), was conjugated to a potent cytotoxic drug, monomethyl auristatin E (MMAE), and used as a targeting agent for cancer cells that predominate FGFRs, similar to antibodies in antibody-active conjugates.",MMAE,UMLS:C1565020,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: In this study, a natural ligand of FGFR, a developed variant of fibroblast growth f",text-generation
mm_0048655,BioMistral-7B,generative,perturbation,back_translation,"In this study, a natural ligand of FGFR, a developed variant of fibroblast growth factor 1 (FGF1V), was conjugated to a potent cytotoxic drug, monomethyl auristatin E (MMAE), and used as a targeting agent for cancer cells that predominate FGFRs, similar to antibodies in antibody-active conjugates.",MMAE,UMLS:C1565020,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: In this study, a natural ligand of FGFR, a developed variant of fibroblast growth f",text-generation
mm_0161840,BioMistral-7B,generative,perturbation,synonym_substitution,"The objective of the study was to report on characteristics of GCO users , use and test issue ( overall and by promotional strategy ) during this pilot phase .",report,UMLS:C0700287,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The objective of the study was to report on characteristics of GCO users , use and ",text-generation
mm_0161840,BioMistral-7B,generative,perturbation,back_translation,"The aim of the study was to report in this pilot phase on the characteristics of GCO users, the use and test results (in total and through advertising strategy).",report,UMLS:C0700287,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The aim of the study was to report in this pilot phase on the characteristics of GC",text-generation
mm_0161840,BioMistral-7B,generative,perturbation,back_translation,"The aim of the study was to report in this pilot phase on the characteristics of GCO users, the use and test results (in total and through advertising strategy).",report,UMLS:C0700287,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The aim of the study was to report in this pilot phase on the characteristics of GC",text-generation
mm_0198970,BioMistral-7B,generative,perturbation,synonym_substitution,Gamma Knife Radiosurgery for Idiopathic Trigeminal Neuralgia ; does the position of offending vessels influence on pain control or side effects ?,Idiopathic Trigeminal Neuralgia,UMLS:C0393786,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Gamma Knife Radiosurgery for Idiopathic Trigeminal Neuralgia ; does the position of",text-generation
mm_0198970,BioMistral-7B,generative,perturbation,synonym_substitution,Gamma Knife Radiosurgery for Idiopathic Trigeminal Neuralgia ; does the status of offending vessels mold on pain control or side effects ?,Idiopathic Trigeminal Neuralgia,UMLS:C0393786,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Gamma Knife Radiosurgery for Idiopathic Trigeminal Neuralgia ; does the status of o",text-generation
mm_0198970,BioMistral-7B,generative,perturbation,controlled_paraphrase,Does the state of the gamma knife radiosurgery in idiopathic trigeminal neuralgia have any impact on the control of pain or potential side effects caused by offending vessels?,Idiopathic Trigeminal Neuralgia,UMLS:C0393786,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Does the state of the gamma knife radiosurgery in idiopathic trigeminal neuralgia h",text-generation
mm_0198970,BioMistral-7B,generative,perturbation,controlled_paraphrase,Does the state of the gamma knife radiosurgery in idiopathic trigeminal neuralgia have any impact on the control of pain or potential side effects?,Idiopathic Trigeminal Neuralgia,UMLS:C0393786,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Does the state of the gamma knife radiosurgery in idiopathic trigeminal neuralgia h",text-generation
mm_0198970,BioMistral-7B,generative,perturbation,back_translation,Gamma knife radiosurgery for idiopathic trigeminal neuralgia; does the status of offensive vessels affect pain control or side effects?,Idiopathic Trigeminal Neuralgia,UMLS:C0393786,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Gamma knife radiosurgery for idiopathic trigeminal neuralgia; does the status of of",text-generation
mm_0198970,BioMistral-7B,generative,perturbation,back_translation,Gamma knife radiosurgery for idiopathic trigeminal neuralgia; does the status of offensive vessels affect pain control or side effects?,Idiopathic Trigeminal Neuralgia,UMLS:C0393786,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Gamma knife radiosurgery for idiopathic trigeminal neuralgia; does the status of of",text-generation
mm_0132655,BioMistral-7B,generative,perturbation,synonym_substitution,"Directing traffic on DNA - How transcription factors relieve or induce transcriptional interference Transcriptional interference ( TI ) is increasingly recognized as a widespread mechanism of gene control , particularly given the pervasive nature of arranging , both sense and antisense , across all kingdoms of life .",gene control,UMLS:C0017263,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Directing traffic on DNA - How transcription factors relieve or induce transcriptio",text-generation
mm_0132655,BioMistral-7B,generative,perturbation,synonym_substitution,"Directing traffic on DNA - How transcription factors relieve or induce transcriptional interference Transcriptional interference ( TI ) is increasingly recognized as a widespread mechanism of gene control , particularly given the pervasive nature of arranging , both sense and antisense , across all kingdoms of life .",gene control,UMLS:C0017263,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Directing traffic on DNA - How transcription factors relieve or induce transcriptio",text-generation
mm_0132655,BioMistral-7B,generative,perturbation,back_translation,"Traffic control on DNA -How transcription factors alleviate transcription interference or induce transcription interference (TI) is increasingly recognized as a widespread mechanism of gene control, especially in view of the ubiquitous nature of transcription, both sense and antisense, in all realms of life.",gene control,UMLS:C0017263,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Traffic control on DNA -How transcription factors alleviate transcription interfere",text-generation
mm_0132655,BioMistral-7B,generative,perturbation,back_translation,"Traffic control on DNA -How transcription factors alleviate transcription interference or induce transcription interference (TI) is increasingly recognized as a widespread mechanism of gene control, especially in view of the ubiquitous nature of transcription, both sense and antisense, in all realms of life.",gene control,UMLS:C0017263,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Traffic control on DNA -How transcription factors alleviate transcription interfere",text-generation
mm_0021420,BioMistral-7B,generative,perturbation,synonym_substitution,"No statistically significant differences were found for hemorrhagic events ( p = 0 . 07 ) , venous thromboembolic events ( p = 0 . 13 ) , or fatal adverse issue ( p = 0 . 26 ) .",venous thromboembolic,UMLS:C1861172,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: No statistically significant differences were found for hemorrhagic events ( p = 0 ",text-generation
mm_0021420,BioMistral-7B,generative,perturbation,synonym_substitution,"No statistically significant differences were found for hemorrhagic events ( p = 0 . 07 ) , venous thromboembolic events ( p = 0 . 13 ) , or fatal adverse issue ( p = 0 . 26 ) .",venous thromboembolic,UMLS:C1861172,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: No statistically significant differences were found for hemorrhagic events ( p = 0 ",text-generation
mm_0021420,BioMistral-7B,generative,perturbation,controlled_paraphrase,"There were no significant differences between hemorrhagic events (p = 0.07), venous thromboembolic events (p = 0.13), or fatal adverse events (p = 0.26).",venous thromboembolic,UMLS:C1861172,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: There were no significant differences between hemorrhagic events (p = 0.07), venous",text-generation
mm_0021420,BioMistral-7B,generative,perturbation,controlled_paraphrase,"There was no significant difference in hemorrhagic events (p = 0.07), venous thromboembolic events (p = 0.13), or fatal adverse events (p = 0.26).",venous thromboembolic,UMLS:C1861172,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: There was no significant difference in hemorrhagic events (p = 0.07), venous thromb",text-generation
mm_0021420,BioMistral-7B,generative,perturbation,back_translation,"No statistically significant differences were found for haemorrhagic events (p = 0.07), venous thromboembolic events (p = 0.13) or adverse fatal events (p = 0.26).",venous thromboembolic,UMLS:C1861172,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: No statistically significant differences were found for haemorrhagic events (p = 0.",text-generation
mm_0021420,BioMistral-7B,generative,perturbation,back_translation,"No statistically significant differences were found for haemorrhagic events (p = 0.07), venous thromboembolic events (p = 0.13) or adverse fatal events (p = 0.26).",venous thromboembolic,UMLS:C1861172,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: No statistically significant differences were found for haemorrhagic events (p = 0.",text-generation
mm_0130631,BioMistral-7B,generative,perturbation,synonym_substitution,"The detoxification response of Rhynchophorus ferrugineus larvae set by the quantitative expression of cytochrome P450 , esterases , and glutathione S - transferase revealed enhanced expression among moderately toxic and ineffective compounds .",cytochrome P450,UMLS:C0010762,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The detoxification response of Rhynchophorus ferrugineus larvae set by the quantita",text-generation
mm_0130631,BioMistral-7B,generative,perturbation,controlled_paraphrase,"Cytochrome P450, esterases, and glutathione S-transferase were used to determine the detoxification response of Rhynchophorus ferrugineus larvae, which showed increased expression of moderately toxic and ineffective compounds.",cytochrome P450,UMLS:C0010762,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Cytochrome P450, esterases, and glutathione S-transferase were used to determine th",text-generation
mm_0130631,BioMistral-7B,generative,perturbation,back_translation,"The detoxification reaction of Rhynchophorus ferrugineus larvae, determined by the quantitative expression of cytochrome P450, esterases and glutathione S-transferase, showed increased expression among moderately toxic and ineffective compounds.",cytochrome P450,UMLS:C0010762,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The detoxification reaction of Rhynchophorus ferrugineus larvae, determined by the ",text-generation
mm_0130631,BioMistral-7B,generative,perturbation,back_translation,"The detoxification reaction of Rhynchophorus ferrugineus larvae, determined by the quantitative expression of cytochrome P450, esterases and glutathione S-transferase, showed increased expression among moderately toxic and ineffective compounds.",cytochrome P450,UMLS:C0010762,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The detoxification reaction of Rhynchophorus ferrugineus larvae, determined by the ",text-generation
mm_0123712,BioMistral-7B,generative,perturbation,synonym_substitution,"The study of APMV and human cells interaction revealed that the virus is able to evade the IFN system by inhibiting the regulation of interferon - get genes , suggesting that the virus and humans have had host - pathogen interactions .",virus,UMLS:C1671055,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The study of APMV and human cells interaction revealed that the virus is able to ev",text-generation
mm_0123712,BioMistral-7B,generative,perturbation,controlled_paraphrase,"By studying the interaction between APMV and human cells, it was discovered that the virus can circumvent the IFN system by inhibiting the regulation of interferon-stimulated genes, indicating that the virus and humans have had host-pathogen interactions.",virus,UMLS:C1671055,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: By studying the interaction between APMV and human cells, it was discovered that th",text-generation
mm_0123712,BioMistral-7B,generative,perturbation,controlled_paraphrase,"Through studying the interaction between APMV and human cells, it was discovered that the virus can circumvent the IFN system by inhibiting the regulation of interferon-stimulated genes, implying that the virus and humans have had host-pathogen interactions.",virus,UMLS:C1671055,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Through studying the interaction between APMV and human cells, it was discovered th",text-generation
mm_0123712,BioMistral-7B,generative,perturbation,back_translation,"The study of the interaction between APMV and human cells showed that the virus is able to escape the IFN system by inhibiting the regulation of interferon-stimulated genes, indicating that the virus and man had host-pathogenic interactions.",virus,UMLS:C1671055,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The study of the interaction between APMV and human cells showed that the virus is ",text-generation
mm_0123712,BioMistral-7B,generative,perturbation,back_translation,"The study of the interaction between APMV and human cells showed that the virus is able to escape the IFN system by inhibiting the regulation of interferon-stimulated genes, indicating that the virus and man had host-pathogenic interactions.",virus,UMLS:C1671055,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: The study of the interaction between APMV and human cells showed that the virus is ",text-generation
mm_0007063,BioMistral-7B,generative,perturbation,synonym_substitution,Several factors are suspected to arbitrate the course of infection and pathogenesis of DENV infection .,infection,UMLS:C0439663,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Several factors are suspected to arbitrate the course of infection and pathogenesis",text-generation
mm_0007063,BioMistral-7B,generative,perturbation,synonym_substitution,Several factors are suspected to mediate the feed of infection and pathogenesis of DENV infection .,infection,UMLS:C0439663,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: Several factors are suspected to mediate the feed of infection and pathogenesis of ",text-generation
mm_0164466,BioMistral-7B,generative,perturbation,synonym_substitution,"However , there was no between - group difference in subjective functional outcomes : 4 of 51 patients receiving ACC ( 8 % ) and 5 of 20 receiving IHCC ( 25 % ) were satisfied ( phosphorus = . 50 ) and 45 of 51 receiving ACC ( 88 % ) and 15 of 20 receiving IHCC ( 75 % ) were very satisfied ( P = . 15 ) .",ACC,UMLS:C0181074,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: However , there was no between - group difference in subjective functional outcomes",text-generation
mm_0164466,BioMistral-7B,generative,perturbation,synonym_substitution,"However , there was no between - group difference in subjective functional outcomes : 4 of 51 patients receiving ACC ( 8 % ) and 5 of 20 receiving IHCC ( 25 % ) were satisfied ( P = . 50 ) and 45 of 51 receiving ACC ( 88 % ) and 15 of 20 receiving IHCC ( 75 % ) exist very satisfied ( P = . 15 ) .",ACC,UMLS:C0181074,"[INST] Identify the primary medical concept in the following clinical text. Reply with only the concept name.

Text: However , there was no between - group difference in subjective functional outcomes",text-generation
